id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,city
1039240019999705110,Habitación Valencia centro,537718416,Laura,CIUTAT VELLA,LA SEU,39.47395237552474,-0.3743570506030044,Private room,58.0,2,0,2000-01-01,0,1,86,0,Sin datos,Valencia
1041082673187819229,Apartamento 2 dormitorios Plantabaja,499314941,Ricardo,POBLATS MARITIMS,EL GRAU,39.4632915,-0.3356788,Entire home/apt,128.0,1,0,2000-01-01,0,11,152,0,VT-51814-V,Valencia
1041293050362321611,las mejores vistas de valencia,549886417,Ingrid,EXTRAMURS,LA ROQUETA,39.46764196174541,-0.3784600272774696,Entire home/apt,241.45833333333334,1,0,2000-01-01,0,1,0,0,Sin datos,Valencia
1041734477722977387,Habitación Grande centro wifi,507843976,Maximo,CIUTAT VELLA,EL PILAR,39.47308908312298,-0.3835018170220008,Private room,63.0,14,0,2000-01-01,0,16,269,0,Sin datos,Valencia
1044396706441107702,Habitación Cerca metro y centro,507843976,Maximo,EL PLA DEL REAL,MESTALLA,39.47275129723216,-0.3560585959450091,Private room,23.0,9,0,2000-01-01,0,16,262,0,Sin datos,Valencia
1046372935044847912,Habitación en Valencia centro,540297878,Maria,LA SAIDIA,SANT ANTONI,39.4895639,-0.3749575,Private room,42.0,1,0,2000-01-01,0,1,263,0,Sin datos,Valencia
1051341977893860852,Alquilo habitación grande,525601416,Magda,L'OLIVERETA,NOU MOLES,39.47149,-0.40466,Private room,350.0,1,0,2000-01-01,0,1,270,0,Sin datos,Valencia
1056334255106451430,Oceanográfico II,543129726,Natalia,CAMINS AL GRAU,PENYA-ROJA,39.45679,-0.34416,Entire home/apt,145.0,1,0,2000-01-01,0,25,159,0,Sin datos,Valencia
1056378203418080456,San Valero,543129726,Natalia,L'EIXAMPLE,RUSSAFA,39.46319175289504,-0.3715865153442443,Entire home/apt,132.0,1,0,2000-01-01,0,25,202,0,Sin datos,Valencia
1056463363856023469,Alfarería II,543129726,Natalia,POBLATS MARITIMS,EL GRAU,39.46324670752698,-0.3353605932540926,Entire home/apt,81.0,1,0,2000-01-01,0,25,209,0,Sin datos,Valencia
1056468757198894288,Alfarería III,543129726,Natalia,POBLATS MARITIMS,EL GRAU,39.4631680188917,-0.335274762565616,Entire home/apt,119.0,1,0,2000-01-01,0,25,225,0,Sin datos,Valencia
1056473074288802771,Alfarería IV,543129726,Natalia,POBLATS MARITIMS,EL GRAU,39.46321771698752,-0.3352801269836458,Entire home/apt,128.0,1,0,2000-01-01,0,25,254,0,Sin datos,Valencia
1056528861379801249,Alfarería VII,543129726,Natalia,POBLATS MARITIMS,EL GRAU,39.46322600000001,-0.3353445,Entire home/apt,108.0,1,0,2000-01-01,0,25,228,0,Sin datos,Valencia
1056537442105671320,Alfarería VIII,543129726,Natalia,POBLATS MARITIMS,EL GRAU,39.46322600000001,-0.3353445,Entire home/apt,158.0,1,0,2000-01-01,0,25,195,0,Sin datos,Valencia
1057090163982844035,Apartamento cerca del Mercado Central,134222176,Mila,CIUTAT VELLA,EL MERCAT,39.47337545552308,-0.3796996102751467,Entire home/apt,146.0,1,0,2000-01-01,0,5,102,0,Sin datos,Valencia
1057977831935694059,R0070- Hab. amueblada en Valencia,357946540,Enter,L'EIXAMPLE,LA GRAN VIA,39.46298,-0.36294,Private room,56.0,33,0,2000-01-01,0,9,184,0,Sin datos,Valencia
1060160455771967076,Cozy Habitación  baño privado,554007440,Eva,JESUS,LA RAIOSA,39.4609998746036,-0.3876098571472197,Private room,90.0,1,0,2000-01-01,0,1,269,0,Sin datos,Valencia
1060258731920872285,R0069- Hab. acogedora en Valencia,357946540,Enter,L'EIXAMPLE,LA GRAN VIA,39.46321,-0.36319,Private room,20.0,33,0,2000-01-01,0,9,162,0,Sin datos,Valencia
1060275260562870576,That’s my place,286025038,Oliver,PATRAIX,PATRAIX,39.46174442274115,-0.3936074312043675,Private room,40.0,1,0,2000-01-01,0,1,265,0,Sin datos,Valencia
1062159422910898247,VLC Apartamento Estilo italiano,123160301,Place Your Place,QUATRE CARRERES,MONT-OLIVET,39.45898020000001,-0.3680222,Entire home/apt,184.0,4,0,2000-01-01,0,71,38,0,VT/46848/V,Valencia
1064308824837781734,Central quiet double room,543678416,Celia,L'OLIVERETA,NOU MOLES,39.46988,-0.40168,Private room,39.0,5,0,2000-01-01,0,3,85,0,Sin datos,Valencia
1067378661118230193,Travel Habitat Cabanyal Loft 1,97229818,Travel Habitat,ALGIROS,L'ILLA PERDUDA,39.46836,-0.33526,Entire home/apt,120.0,1,0,2000-01-01,0,60,299,0,Sin datos,Valencia
1067378788799332189,Travel Habitat Cabanyal Loft 2,97229818,Travel Habitat,ALGIROS,L'ILLA PERDUDA,39.46795706067758,-0.3374063161980407,Entire home/apt,120.0,1,0,2000-01-01,0,60,289,0,Sin datos,Valencia
1067379067290677041,Travel Habitat Cabanyal Loft 3,97229818,Travel Habitat,ALGIROS,L'ILLA PERDUDA,39.467777229387806,-0.3373741526520707,Entire home/apt,143.0,1,0,2000-01-01,0,60,318,0,Sin datos,Valencia
1070132648128815640,2 Cama +Wifi + Seguridad + Metro,421870002,Eliangela,CAMPANAR,EL CALVARI,39.48709376835114,-0.3904746472835541,Private room,46.0,1,0,2000-01-01,0,3,10,0,Sin datos,Valencia
1070491327760716309,Alojamiento K&K,505665775,Karen,JESUS,LA CREU COBERTA,39.44866,-0.38537,Private room,55.0,1,0,2000-01-01,0,1,269,0,Sin datos,Valencia
1071183723202414270,Habitación en Valencia,43899510,Alejandro,JESUS,LA RAIOSA,39.45740690590614,-0.3892649710178375,Private room,32.0,15,0,2000-01-01,0,1,90,0,Sin datos,Valencia
1072239408827539793,Hab. Doble Individual Interior,329656818,Hotel,POBLATS DE L'OEST,BENIMAMET,39.5035878,-0.4243687,Private room,68.0,1,0,2000-01-01,0,7,328,0,Sin datos,Valencia
1072239773891979667,Hab. Doble Exterior Individual,329656818,Hotel,POBLATS DE L'OEST,BENIMAMET,39.5035878,-0.4243687,Private room,70.0,1,0,2000-01-01,0,7,351,0,Sin datos,Valencia
1072257694866856331,Hab. Triple Individual Interior,329656818,Hotel,POBLATS DE L'OEST,BENIMAMET,39.504172455550766,-0.4235026635926923,Private room,69.0,1,0,2000-01-01,0,7,299,0,Sin datos,Valencia
1074551647676989544,Chic and Stylish apartment in Valencia,30141190,David,POBLATS MARITIMS,EL GRAU,39.4588265537796,-0.337595859568376,Entire home/apt,342.02127659574467,60,0,2000-01-01,0,12,74,0,Sin datos,Valencia
1075209707519933105,Valencia Sant Jacint | One-Bedroom Apt. + Terrace,418270816,Limehome,EXTRAMURS,LA PETXINA,39.4752983,-0.3910825,Entire home/apt,138.0,1,0,2000-01-01,0,23,283,0,HV-1528,Valencia
1076035301640630482,3 Valturia,261497503,Jorge H.,JESUS,CAMI REAL,39.438613748536746,-0.3866687134511936,Entire home/apt,233.0,1,0,2000-01-01,0,3,148,0,Sin datos,Valencia
1076064912283860688,Un piso en bario de H. La Fe,558375794,Javed,QUATRE CARRERES,LA PUNTA,39.4409727,-0.3650703,Private room,60.0,1,0,2000-01-01,0,1,88,0,Sin datos,Valencia
1076651690273499617,Habitación grande en Valencia,258195390,Sergio,BENICALAP,BENICALAP,39.494898695937415,-0.3980056196451187,Private room,190.0,60,0,2000-01-01,0,1,256,0,Sin datos,Valencia
1077442637342538785,Cervantes II,83066665,SingularStays,EXTRAMURS,LA ROQUETA,39.46655111309367,-0.3792045441802982,Entire home/apt,348.0,1,0,2000-01-01,0,113,223,0,VT-33518-V,Valencia
1077455917936492979,Salvador II,83066665,SingularStays,CIUTAT VELLA,LA SEU,39.47714211360479,-0.3742153306884721,Entire home/apt,84.0,1,0,2000-01-01,0,113,165,0,Sin datos,Valencia
1079451387850790093,casa para fallas 2024,200080933,Lonevino,CAMINS AL GRAU,CAMI FONDO,39.46617252593459,-0.3559869321435936,Entire home/apt,1500.0,4,0,2000-01-01,0,1,269,0,Sin datos,Valencia
1079495061714413360,The Mediterraneo Apartment 05 by Florit Flats,558157443,Marta,CAMINS AL GRAU,LA CREU DEL GRAU,39.46308217981123,-0.3494884199188094,Entire home/apt,149.0,1,0,2000-01-01,0,5,279,0,VT-54135-V,Valencia
1079989825684048885,Piso vibra positiva,516154672,Fabian,BENIMACLET,BENIMACLET,39.486607376441896,-0.3614787923700798,Private room,18.0,3,0,2000-01-01,0,1,177,0,Sin datos,Valencia
1080245437091270296,The Mediterraneo Apartment 08 by Florit Flats,559206949,Marta,CAMINS AL GRAU,AIORA,39.46514,-0.34851,Entire home/apt,118.0,1,0,2000-01-01,0,4,281,0,VT-54138-V,Valencia
1080301433491376843,Estudio en Coliving Facultades (E06),550521861,Maria Azucena,ALGIROS,LA CARRASCA,39.47761,-0.34681,Entire home/apt,50.0,30,0,2000-01-01,0,16,137,0,Sin datos,Valencia
1080304538009316572,Estudio en Coliving Facultades (E08),550521861,Maria Azucena,ALGIROS,LA VEGA BAIXA,39.4768738,-0.3474353,Entire home/apt,47.0,30,0,2000-01-01,0,16,137,0,Sin datos,Valencia
1081173475083299963,Zona Doctor Peset - B,549699849,Holidu,BENICALAP,BENICALAP,39.4899005,-0.3885495,Entire home/apt,9000.0,1,0,2000-01-01,0,4,365,0,VT-37989-V,Valencia
1082437798119065002,Superior room 15min walk from Center by NH Hotel,559934925,NH Valencia Center,CAMPANAR,CAMPANAR,39.481106,-0.387279,Private room,144.0,1,0,2000-01-01,0,2,111,0,Sin datos,Valencia
1082437798138968198,Hotel room 15min walk from Historic Center by NH,559934925,NH Valencia Center,CAMPANAR,CAMPANAR,39.481106,-0.387279,Private room,115.0,1,0,2000-01-01,0,2,111,0,Sin datos,Valencia
1085241830927225904,"Habitación Estación Norte, Baño privado",334446639,Mari,EXTRAMURS,LA ROQUETA,39.46547,-0.37995,Private room,78.0,1,0,2000-01-01,0,4,317,0,Sin datos,Valencia
1085282003497338642,Estudio en Coliving Facultades (E09),550521861,Maria Azucena,ALGIROS,LA CARRASCA,39.4761557862626,-0.3464101405509511,Entire home/apt,50.0,30,0,2000-01-01,0,16,137,0,Sin datos,Valencia
1085292219090659911,Estudio en Coliving Facultades (E11),550521861,Maria Azucena,ALGIROS,LA CARRASCA,39.47801994805139,-0.3482719446496158,Entire home/apt,40.0,30,0,2000-01-01,0,16,137,0,Sin datos,Valencia
1085661517437948594,Lugar acogedor y tranquilo,530895890,Liliana Carolina,EXTRAMURS,ARRANCAPINS,39.468467662715504,-0.3880733601250892,Private room,90.0,1,0,2000-01-01,0,1,269,0,Sin datos,Valencia
1086314797556664760,Acogedor apartamento del s.XIX,41650594,Mar,EXTRAMURS,LA ROQUETA,39.46739682702586,-0.3825098930869312,Entire home/apt,241.45833333333334,1,0,2000-01-01,0,1,269,0,Sin datos,Valencia
1086668955368982480,Urban quiet refuge in the city,17902352,Silvia,QUATRE CARRERES,MALILLA,39.45514753237413,-0.3753767640019706,Entire home/apt,131.25,3,0,2000-01-01,0,2,0,0,Sin datos,Valencia
1086761666295282560,apartamento ciencias mar,442392183,Mariano,ALGIROS,L'AMISTAT,39.47297031784481,-0.3529171460327074,Entire home/apt,100.0,2,0,2000-01-01,0,2,208,0,Sin datos,Valencia
1087022800817129869,My CO Embajador - apartamento de lujo en el Centro,400448714,MyCO,CIUTAT VELLA,SANT FRANCESC,39.4723922,-0.3755688,Entire home/apt,232.04545454545453,90,0,2000-01-01,0,31,349,0,Sin datos,Valencia
1087108241200753020,Estancia comoda y amplia,544284427,Victor Manuel,L'EIXAMPLE,RUSSAFA,39.45923057858688,-0.3732625767588616,Private room,45.0,1,0,2000-01-01,0,6,266,0,Sin datos,Valencia
1088467146761831809,"gran dormitorio, casa centrica",424258228,Emilia Del Carmen,EXTRAMURS,EL BOTANIC,39.4776963414306,-0.3843962685149483,Private room,45.0,7,0,2000-01-01,0,1,44,0,Sin datos,Valencia
1091766966452133759,Denia,543129726,Natalia,L'EIXAMPLE,RUSSAFA,39.46245645069361,-0.3767297000000091,Entire home/apt,121.0,1,0,2000-01-01,0,25,154,0,Sin datos,Valencia
1092116792652279491,Arena 20 Suites. Estudio+Terraza,308967204,Coroa Gestion,QUATRE CARRERES,LA PUNTA,39.44705,-0.36567,Entire home/apt,93.0,1,0,2000-01-01,0,17,124,0,Sin datos,Valencia
1092903608195745011,Centro Valencia Con amigos,522889403,Lili,CIUTAT VELLA,EL MERCAT,39.473608759404016,-0.3788077045887255,Private room,1040.0,3,0,2000-01-01,0,6,153,0,Sin datos,Valencia
1094872088696862070,Apartment in Mislata,432357263,"Loic, Estelle And Co",CAMPANAR,SANT PAU,39.47451,-0.4087,Entire home/apt,122.0,1,0,2000-01-01,0,1,365,0,VT-44610-V,Valencia
1094930023702682119,Alquiler de habitaciones,407442824,Amati,ALGIROS,LA CARRASCA,39.47533246320168,-0.3452040303869741,Private room,36.0,1,0,2000-01-01,0,1,264,0,Sin datos,Valencia
1094947590113532038,Flat in València + A/C,373024585,"Loic, Estelle And Co",POBLATS MARITIMS,EL GRAU,39.46173,-0.33197,Entire home/apt,278.0,1,0,2000-01-01,0,1,364,0,VT-41802-V,Valencia
1095067932268321954,Hospedaje completo para 2 o 6,513333999,Andres,CAMINS AL GRAU,LA CREU DEL GRAU,39.461472021551074,-0.3410770744085312,Entire home/apt,129.0,1,0,2000-01-01,0,2,351,0,Sin datos,Valencia
1096487730994270479,Valencia,563281320,Flavja,CAMINS AL GRAU,AIORA,39.46862,-0.3486,Private room,45.0,1,0,2000-01-01,0,1,264,0,Sin datos,Valencia
1096996570861882337,Apartamento literato,134730579,Mar,L'EIXAMPLE,RUSSAFA,39.46062502943769,-0.3756757204141153,Entire home/apt,135.0,35,0,2000-01-01,0,2,179,0,Sin datos,Valencia
1097917488714344407,Beautifully Restored 1850s Flat!,563614459,John,CIUTAT VELLA,LA SEU,39.47790803149862,-0.3749521451727166,Private room,411.0,1,0,2000-01-01,0,1,269,0,Sin datos,Valencia
1098375444116729228,Habitación Doble metro y playa,507843976,Maximo,CAMINS AL GRAU,AIORA,39.46636,-0.34761,Private room,39.0,6,0,2000-01-01,0,16,264,0,Sin datos,Valencia
1098937122701212487,Habitación con baño privado.,80528745,Almudena,CAMINS AL GRAU,AIORA,39.46697898539696,-0.3402964634591227,Private room,64.0,1,0,2000-01-01,0,1,269,0,Sin datos,Valencia
1099253810437774010,Loft in Valencia,512086532,Anastasia,CAMINS AL GRAU,AIORA,39.46468633674897,-0.3387512639164924,Entire home/apt,38.0,20,0,2000-01-01,0,1,72,0,Sin datos,Valencia
1100619754120551777,Acogedor Botánico Torres Centro,12524685,David,EXTRAMURS,EL BOTANIC,39.47387601753351,-0.3852624602587104,Entire home/apt,607.5909090909091,4,0,2000-01-01,0,13,6,0,Sin datos,Valencia
1100702176603190060,Gran piso super luminoso IRJ27,7300084,Ana,ALGIROS,L'ILLA PERDUDA,39.4707385,-0.3404199,Entire home/apt,370.0,6,0,2000-01-01,0,3,56,0,Sin datos,Valencia
1101437173442133098,centro valencia,15175859,Kike,LA SAIDIA,MARXALENES,39.48402150942732,-0.3819190710783005,Private room,180.0,1,0,2000-01-01,0,1,270,0,Sin datos,Valencia
1101968823521077819,Habitación individual estándar (h01),550521861,Maria Azucena,CAMINS AL GRAU,ALBORS,39.46684401975708,-0.3517300925836495,Private room,19.0,30,0,2000-01-01,0,16,239,0,Sin datos,Valencia
1101986105701228281,Habitación individual superior con baño privado,550521861,Maria Azucena,CAMINS AL GRAU,AIORA,39.46717,-0.3503,Private room,25.0,30,0,2000-01-01,0,16,186,0,Sin datos,Valencia
1101990953163168727,Habitación individual con baño,550521861,Maria Azucena,CAMINS AL GRAU,ALBORS,39.46878691167181,-0.3523942562125519,Private room,24.0,31,0,2000-01-01,0,16,149,0,Sin datos,Valencia
1102218537926371946,Habitación para una sola persona (chica),351167597,Luz,POBLATS DEL NORD,POBLE NOU,39.4999183875475,-0.3714726168938499,Private room,40.0,1,0,2000-01-01,0,1,270,0,Sin datos,Valencia
1102714448997400599,Double room with balcony in heart of Ruzafa,30686512,Holly,L'EIXAMPLE,RUSSAFA,39.46166438030267,-0.3713183136132995,Private room,80.0,1,0,2000-01-01,0,3,5,0,Sin datos,Valencia
1104350315238351606,Alquiler habitación matrimonial,441941977,Andreso Carlos,BENICALAP,BENICALAP,39.49408206338085,-0.3876168331380365,Private room,44.0,2,0,2000-01-01,0,1,267,0,Sin datos,Valencia
1104858020186747731,Cómoda habitación,565282549,Hayn,LA SAIDIA,TORMOS,39.4886,-0.37793,Private room,40.0,1,0,2000-01-01,0,1,262,0,Sin datos,Valencia
1104870668154279515,Travel Habitat Patraix Tiny Terrace,97229818,Travel Habitat,PATRAIX,VARA DE QUART,39.46315039216314,-0.3980377626972466,Entire home/apt,207.0,1,0,2000-01-01,0,60,321,0,Sin datos,Valencia
1105002592816843899,Habitación Gran Vía Germanias ( Ruzafa),154659186,Julian Ignacio,L'EIXAMPLE,RUSSAFA,39.4637,-0.37431,Private room,61.0,15,0,2000-01-01,0,11,2,0,Sin datos,Valencia
1105125169218803102,Habitacion amplia junto Universidades A,60187479,Toni,EL PLA DEL REAL,CIUTAT UNIVERSITARIA,39.47687178905372,-0.354271240420039,Private room,27.0,15,0,2000-01-01,0,5,269,0,Sin datos,Valencia
1105539146593260142,Casa luminosa y habitación amplia,250156218,Maria,BENICALAP,BENICALAP,39.49009034930074,-0.3864342346787452,Private room,38.0,1,0,2000-01-01,0,1,264,0,Sin datos,Valencia
1105665154109413479,Marti 13,543129726,Natalia,L'EIXAMPLE,LA GRAN VIA,39.46451751168444,-0.3700922000000006,Entire home/apt,1219.857142857143,1,0,2000-01-01,0,25,0,0,Sin datos,Valencia
1105809119664189338,Piso perfecto para fallas.,103197921,Pepe,CIUTAT VELLA,EL CARME,39.4819870463583,-0.3815239788641565,Entire home/apt,234.0,1,0,2000-01-01,0,1,269,0,Sin datos,Valencia
1107292397909064964,Habitación entre playa y centro ciudad,60187479,Toni,EL PLA DEL REAL,CIUTAT UNIVERSITARIA,39.47811624219212,-0.3551754335186473,Private room,28.0,28,0,2000-01-01,0,5,365,0,Sin datos,Valencia
1108490470371276129,Apartamento ideal 2 personas,393247148,Carlos,RASCANYA,ELS ORRIOLS,39.49477398053504,-0.3717545047402382,Entire home/apt,108.0,3,0,2000-01-01,0,1,269,0,Sin datos,Valencia
1108717675014789704,Cozy room in exelent location 2,48143452,Radek,CAMINS AL GRAU,LA CREU DEL GRAU,39.4597943,-0.3413846,Private room,26.0,1,0,2000-01-01,0,2,235,0,Sin datos,Valencia
1108784411851061175,Fallas 2024 Valencia centro 2-4,523294694,Raul,EXTRAMURS,LA ROQUETA,39.46399337098679,-0.378412285576449,Private room,169.0,1,0,2000-01-01,0,3,83,0,Sin datos,Valencia
1110705136840547877,Single room in a central & cozy flat,30152640,Patricia,CAMPANAR,LES TENDETES,39.48159069777114,-0.3859493926880027,Private room,54.0,1,0,2000-01-01,0,1,269,0,Sin datos,Valencia
1110770998585931401,habitación en Valencia,228044250,Sergio,LA SAIDIA,SANT ANTONI,39.48683,-0.37589,Private room,25.0,7,0,2000-01-01,0,4,264,0,Sin datos,Valencia
1110817697141937406,Habitación en Valencia,228044250,Sergio,POBLATS DE L'OEST,BENIMAMET,39.50100043579179,-0.4198685025181649,Private room,40.0,15,0,2000-01-01,0,4,270,0,Sin datos,Valencia
1110822196362511910,Habitación en Valencia,228044250,Sergio,POBLATS DE L'OEST,BENIMAMET,39.50076,-0.42023,Private room,40.0,15,0,2000-01-01,0,4,270,0,Sin datos,Valencia
1110825749738111039,Habitación en Valencia,228044250,Sergio,POBLATS DE L'OEST,BENIMAMET,39.50122,-0.41837,Private room,59.42857142857143,15,0,2000-01-01,0,4,269,0,Sin datos,Valencia
1111392557594949464,Almar 52 Suites  Jardin,308967204,Coroa Gestion,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.463999406188734,-0.3246257742583061,Private room,116.0,1,0,2000-01-01,0,17,126,0,Sin datos,Valencia
1111412715336468290,"amazing big room , very central",19452082,Salvador,EXTRAMURS,ARRANCAPINS,39.46458736338912,-0.3862107378981805,Private room,44.0,5,0,2000-01-01,0,14,265,0,Sin datos,Valencia
1111506643491730634,The Joaquin Sorolla Apartment IV by Florit Flats,42125633,Marta,JESUS,LA RAIOSA,39.45569,-0.38398,Entire home/apt,96.3,1,0,2000-01-01,0,48,292,0,VT-54496-V,Valencia
1112188306995710383,Reina Playa y Metro,98191920,Eduardo,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.4739916,-0.3281686,Entire home/apt,200.0,3,0,2000-01-01,0,1,259,0,Sin datos,Valencia
1112195484508281593,apartamento tranquilo y luminoso,567021196,Juan Carlos,EXTRAMURS,LA ROQUETA,39.46611668534448,-0.3797615692019462,Private room,60.0,1,0,2000-01-01,0,1,269,0,Sin datos,Valencia
1112451575992992129,Alquilo 50 € día/persona,567090524,Miguel Ángel,RASCANYA,TORREFIEL,39.49484177613068,-0.3802775591611862,Private room,50.0,1,0,2000-01-01,0,1,269,0,Sin datos,Valencia
1112454687929902000,Habitación confortable,228435572,Guky,ALGIROS,CIUTAT JARDI,39.46962,-0.34407,Private room,79.0,1,0,2000-01-01,0,1,89,0,Sin datos,Valencia
1113042332138714009,Piso a estrenar estilo Ibiza,509610783,Javier,ALGIROS,CIUTAT JARDI,39.47108763613542,-0.3484921434797256,Entire home/apt,117.0,7,0,2000-01-01,0,1,0,0,Sin datos,Valencia
1114615405077039060,puedes vivir bien,561922875,Fahad,ALGIROS,L'AMISTAT,39.47189,-0.35067,Private room,48.0,1,0,2000-01-01,0,2,269,0,Sin datos,Valencia
1114620869582090160,republic,561922875,Fahad,ALGIROS,L'AMISTAT,39.47092616089458,-0.3518350794911384,Private room,48.0,1,0,2000-01-01,0,2,266,0,Sin datos,Valencia
1114893871493952131,Piso acogedor y lleno de arte,105339460,Sandra,BENICALAP,CIUTAT FALLERA,39.49959131496203,-0.3946414589881897,Private room,30.0,7,0,2000-01-01,0,1,88,0,Sin datos,Valencia
1115055642360816215,Valencia Apartamento Suite Lax,218746122,Isabel,L'EIXAMPLE,RUSSAFA,39.4640955145476,-0.3699640414535027,Entire home/apt,435.0,1,0,2000-01-01,0,11,261,0,VT-54770-V,Valencia
1117192468533233095,Promotur Suites - Loft,565284902,Julio,CAMINS AL GRAU,AIORA,39.46719817,-0.34667419,Private room,156.0,1,0,2000-01-01,0,3,263,0,VT-54704-V,Valencia
1117213636007363057,Art flat,12055632,Isidro,CIUTAT VELLA,LA XEREA,39.47603808745896,-0.3721809759736061,Entire home/apt,175.83333333333334,31,0,2000-01-01,0,3,36,0,Sin datos,Valencia
1118091549099760295,Coziness in the heart of Valencia,226998614,Silvia,CIUTAT VELLA,EL MERCAT,39.4727372,-0.3805882,Entire home/apt,138.0,31,0,2000-01-01,0,1,269,0,Sin datos,Valencia
1118374882265984618,Alquilo piso semana santa,568461995,César,BENICALAP,BENICALAP,39.49458284535585,-0.3938097321326941,Entire home/apt,600.0,1,0,2000-01-01,0,1,269,0,Sin datos,Valencia
1120095095438423722,Alquilo Habitación tranquila.,482005749,Tati,CAMPANAR,SANT PAU,39.4864543920004,-0.4091944545507431,Private room,450.0,1,0,2000-01-01,0,1,270,0,Sin datos,Valencia
1121678311307099230,Valencia Luxury - Sea Port I,569227034,Cristian,CAMINS AL GRAU,AIORA,39.4641442754037,-0.3454311956156027,Entire home/apt,799.0,1,0,2000-01-01,0,2,253,0,Sin datos,Valencia
1121689368051432861,Valencia Luxury - Sea Port II,569227034,Cristian,CAMINS AL GRAU,CAMI FONDO,39.46437710000327,-0.3484391140185539,Entire home/apt,999.0,1,0,2000-01-01,0,2,270,0,Sin datos,Valencia
1122467636853468118,¡Ciudad y Playa!,8153979,Fede,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.4742994801438,-0.3275728225708008,Entire home/apt,88.0,30,0,2000-01-01,0,1,269,0,Sin datos,Valencia
1125884187012938210,Pont de Fusta Apartments 1 Mid-term,63053029,MD Rentals,LA SAIDIA,TRINITAT,39.484690027,-0.370888777,Entire home/apt,196.0,1,0,2000-01-01,0,66,295,0,Sin datos,Valencia
1125885538673267103,Pont de Fusta Apartments 3 Mid-term,63053029,MD Rentals,LA SAIDIA,TRINITAT,39.484702448,-0.370861954,Entire home/apt,201.0,1,0,2000-01-01,0,66,335,0,Sin datos,Valencia
1125886277927798092,Pont de Fusta Apartments 4 Mid-term,63053029,MD Rentals,LA SAIDIA,TRINITAT,39.484694167,-0.370894141,Entire home/apt,211.0,1,0,2000-01-01,0,66,338,0,Sin datos,Valencia
1125886898178935828,Pont de Fusta Apartments 5 Mid-term,63053029,MD Rentals,LA SAIDIA,TRINITAT,39.484694167,-0.370851226,Entire home/apt,151.0,1,0,2000-01-01,0,66,341,0,Sin datos,Valencia
1125889171342821704,Pont de Fusta Apartments 7 Mid-term,63053029,MD Rentals,LA SAIDIA,TRINITAT,39.484681746,-0.370800264,Entire home/apt,209.0,1,0,2000-01-01,0,66,356,0,Sin datos,Valencia
1125890732471317258,Pont de Fusta Apartments 9 Mid-term,63053029,MD Rentals,LA SAIDIA,TRINITAT,39.484694167,-0.370894141,Entire home/apt,192.65,1,0,2000-01-01,0,66,357,0,Sin datos,Valencia
1125892169293951408,Pont de Fusta Apartments 11 Mid-term,63053029,MD Rentals,LA SAIDIA,TRINITAT,39.484690027,-0.370888777,Entire home/apt,202.0,1,0,2000-01-01,0,66,361,0,Sin datos,Valencia
1125892914234503457,Pont de Fusta Apartments 12 Mid-term,63053029,MD Rentals,LA SAIDIA,TRINITAT,39.484681746,-0.370800264,Entire home/apt,202.0,1,0,2000-01-01,0,66,363,0,Sin datos,Valencia
1125895025189031289,Pont de Fusta Apartments 14 Mid-term,63053029,MD Rentals,LA SAIDIA,TRINITAT,39.484694167,-0.370894141,Entire home/apt,209.0,1,0,2000-01-01,0,66,361,0,Sin datos,Valencia
1125897779999676500,Pont de Fusta Apartments 16 Mid-term,63053029,MD Rentals,LA SAIDIA,TRINITAT,39.484690027,-0.370888777,Entire home/apt,202.0,1,0,2000-01-01,0,66,363,0,Sin datos,Valencia
1125900525953736768,Pont de Fusta Apartments 19 Mid-term,63053029,MD Rentals,LA SAIDIA,TRINITAT,39.484694167,-0.370894141,Entire home/apt,209.0,1,0,2000-01-01,0,66,360,0,Sin datos,Valencia
1125904253508540677,Pont de Fusta Apartments 22 Mid-term,63053029,MD Rentals,LA SAIDIA,TRINITAT,39.484681746,-0.370800264,Entire home/apt,203.0,1,0,2000-01-01,0,66,362,0,Sin datos,Valencia
1125905321008988930,Pont de Fusta Apartments 23 Mid-term,63053029,MD Rentals,LA SAIDIA,TRINITAT,39.484702448,-0.370861954,Entire home/apt,204.0,1,0,2000-01-01,0,66,363,0,Sin datos,Valencia
1125906309096412303,Pont de Fusta Apartments 24 Mid-term,63053029,MD Rentals,LA SAIDIA,TRINITAT,39.484694167,-0.370894141,Entire home/apt,210.0,1,0,2000-01-01,0,66,361,0,Sin datos,Valencia
1125911873505875869,Pont de Fusta Apartments 29 Mid-term,63053029,MD Rentals,LA SAIDIA,TRINITAT,39.484694167,-0.370894141,Entire home/apt,210.0,1,0,2000-01-01,0,66,360,0,Sin datos,Valencia
1125916088723718253,Pont de Fusta Apartments 33 Mid-term,63053029,MD Rentals,LA SAIDIA,TRINITAT,39.484702448,-0.370861954,Entire home/apt,204.0,1,0,2000-01-01,0,66,363,0,Sin datos,Valencia
