id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
592603245018279272,Design loft near the sea,26422850,Maria,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.469120025634766,-0.33153998851776123,Entire home/apt,331,3,45,2025-03-11,1.48,2,171,17,VT-51028-V
592611636268918087,Design apartment with private pool near the sea,26422850,Maria,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.469120025634766,-0.33153998851776123,Entire home/apt,339,3,71,2025-01-20,2.22,2,142,26,VT-51028-V
592661037535353679,Exclusivo apartamento nuevo en playa y centro.,125782486,Raúl,POBLATS MARITIMS,LA MALVA-ROSA,39.48236,-0.3298,Entire home/apt,148,3,51,2024-12-01,1.43,2,0,15,VT-50811-V
592686089233416869,Bonito Apartamento en pleno casco antiguo Ron 4,170362985,Santiago,CIUTAT VELLA,EL MERCAT,39.474663,-0.377456,Entire home/apt,131,1,42,2025-02-21,1.19,6,42,12,
592693641182427879,Bonito Apartamento en Pleno casco antiguo Ron 3,170362985,Santiago,CIUTAT VELLA,EL MERCAT,39.47503,-0.37844,Entire home/apt,131,1,11,2025-01-20,0.31,6,46,7,
593290193428709076,Precioso loft en Valencia.,441558645,Thais,ALGIROS,CIUTAT JARDI,39.4714,-0.34838,Entire home/apt,71,2,103,2025-02-16,2.87,1,271,19,
593967503564135782,Alquiler temporada RuzaFlat Encantador  en  Ruzafa,451930412,José Alberto,L'EIXAMPLE,RUSSAFA,39.46455,-0.37384,Entire home/apt,184,11,159,2025-03-10,4.55,3,47,47,
593979699152628422,Travel habitat La Marina Real Nº5.,97229818,Travel Habitat,POBLATS MARITIMS,EL GRAU,39.4593902,-0.3358135,Entire home/apt,151,1,0,,,60,296,0,HV-1487
593979709618491092,Travel Habitat La Marina Real Loft 1,97229818,Travel Habitat,POBLATS MARITIMS,EL GRAU,39.4593902,-0.3358135,Entire home/apt,148,1,0,,,60,263,0,HV-1487
593979738753003411,Travel Habitat La Marina Real Loft 3,97229818,Travel Habitat,POBLATS MARITIMS,EL GRAU,39.4593902,-0.3358135,Entire home/apt,147,1,2,2023-02-13,0.06,60,222,0,HV-1487
594110263832472956,Bonito apartamento en pleno casco antiguo RON 1,170362985,Santiago,CIUTAT VELLA,LA SEU,39.47578,-0.37828,Entire home/apt,131,1,39,2025-02-21,1.12,6,46,17,
594730985984663209,Stone Apartment,452088954,Ricardo,CIUTAT VELLA,EL MERCAT,39.47465,-0.37963,Entire home/apt,300,30,197,2025-01-05,5.61,2,133,54,
595534083138533345,DESIGN APARTMENT - VERD - APT. B,451083741,Semilla Azul,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47416,-0.33011,Entire home/apt,136,1,68,2025-01-27,1.93,2,241,21,VT-51151-V
596088395953122531,Bonito apartamento en pleno casco antiguo RON 2,170362985,Santiago,CIUTAT VELLA,LA SEU,39.47418,-0.37632,Entire home/apt,141,1,20,2025-02-21,0.57,6,44,10,
596115781338133069,Bonito apartamento en pleno casco antiguo RON 5,170362985,Santiago,CIUTAT VELLA,LA SEU,39.47412,-0.37659,Entire home/apt,118,1,15,2025-02-02,0.42,6,46,5,
596182354146920648,La Roqueta,125037312,Claudia,EXTRAMURS,ARRANCAPINS,39.4664,-0.38309,Entire home/apt,103,30,6,2024-06-12,0.27,34,211,1,
596692475498701354,DESIGN APARTMENT - ARENA - APT. D,451083741,Semilla Azul,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47389,-0.33023,Entire home/apt,118,1,77,2025-03-11,2.26,2,271,27,VT-51153-V
597542542813556981,Mercado Central I,83066665,SingularStays,CIUTAT VELLA,EL MERCAT,39.47247,-0.37824,Entire home/apt,146,1,6,2023-10-21,0.20,113,218,0,AT-34269-V
597542562505906822,Mercado Central Iii Loft,83066665,SingularStays,CIUTAT VELLA,EL MERCAT,39.47246,-0.3783,Entire home/apt,141,1,1,2022-10-26,0.03,113,178,0,VT-36903-V
597542570821915575,Mercado Central IV,83066665,SingularStays,CIUTAT VELLA,EL MERCAT,39.47246,-0.37829,Entire home/apt,174,1,2,2025-02-17,0.10,113,233,1,AT-34271-V
597542588349871641,Mercado Central Vi,83066665,SingularStays,CIUTAT VELLA,EL MERCAT,39.47245,-0.37826,Entire home/apt,193,1,2,2025-02-17,0.07,113,252,1,VT-34273-V
597542627401609096,Comedias III,83066665,SingularStays,CIUTAT VELLA,LA XEREA,39.4726,-0.37216583068846,Entire home/apt,,1,2,2023-08-15,0.09,113,167,0,VT-33654-V
597542635977798095,Mar44 I,83066665,SingularStays,CIUTAT VELLA,LA XEREA,39.47351,-0.37168,Entire home/apt,437,1,7,2025-01-28,0.36,113,226,4,VT-34020-V
597542647272114048,Mar44 Ii,83066665,SingularStays,CIUTAT VELLA,LA XEREA,39.47351,-0.37168,Entire home/apt,414,1,0,,,113,222,0,VT-34021-V
597542665737258105,Mar44 IV,83066665,SingularStays,CIUTAT VELLA,LA XEREA,39.47351,-0.37168,Entire home/apt,249,1,7,2024-03-03,0.31,113,223,0,VT-34023-V
597542675554668322,Mar44 IX,83066665,SingularStays,CIUTAT VELLA,LA XEREA,39.473732,-0.372222,Entire home/apt,,1,2,2024-10-20,0.07,113,261,1,VT-34028-V
597542719150985460,Seu I,83066665,SingularStays,CIUTAT VELLA,LA SEU,39.4775,-0.37394,Entire home/apt,79,1,3,2023-09-05,0.16,113,195,0,AT-33776-V
597542731289204002,Seu II,83066665,SingularStays,CIUTAT VELLA,LA SEU,39.4772,-0.37405,Entire home/apt,396,1,4,2023-08-07,0.12,113,164,0,VT-33775-V
597542751922106249,Jorge Juan I,83066665,SingularStays,L'EIXAMPLE,EL PLA DEL REMEI,39.46923,-0.36953,Entire home/apt,118,1,1,2022-10-02,0.03,113,231,0,AT-33516-V
597542787341520677,Maritim,83066665,SingularStays,CAMINS AL GRAU,AIORA,39.46493,-0.34336,Entire home/apt,121,1,0,,,113,107,0,AT-34378-V
597542805296882681,Roteros,83066665,SingularStays,CIUTAT VELLA,EL CARME,39.47898,-0.37652,Entire home/apt,298,1,3,2024-05-13,0.10,113,174,1,VT-34380-V
597542814937931454,Seu V,83066665,SingularStays,CIUTAT VELLA,LA SEU,39.4772,-0.37408,Entire home/apt,103,1,1,2023-11-07,0.06,113,188,0,AT-39020-V
597542853101220215,Candela V,83066665,SingularStays,CAMINS AL GRAU,AIORA,39.46648,-0.33798,Entire home/apt,103,1,2,2025-03-04,0.10,113,193,1,EGVT-221-V
597542874423379441,Mercado Central X,83066665,SingularStays,CIUTAT VELLA,EL MERCAT,39.47246,-0.37827,Entire home/apt,222,1,1,2022-10-17,0.03,113,262,0,VT-34277-V
597542882836903443,Mercado Central Viii,83066665,SingularStays,CIUTAT VELLA,EL MERCAT,39.47246,-0.37827,Entire home/apt,248,1,4,2024-04-13,0.20,113,246,1,VT-34275-V
597542891718231365,Plaza Redonda,83066665,SingularStays,CIUTAT VELLA,EL MERCAT,39.4733,-0.37629,Entire home/apt,,1,9,2023-11-27,0.31,113,157,0,VT-36925-V
597542900313716816,Mercado Central XI,83066665,SingularStays,CIUTAT VELLA,EL MERCAT,39.47247,-0.37827,Entire home/apt,287,1,5,2025-02-20,0.17,113,224,2,VT-34278-V
597542911721801652,Mercado Central Ix,83066665,SingularStays,CIUTAT VELLA,EL MERCAT,39.47245,-0.37829,Entire home/apt,513,1,7,2023-09-03,0.24,113,145,0,VT-34276-V
597542937463903625,Mar44 VI,83066665,SingularStays,CIUTAT VELLA,LA XEREA,39.47351,-0.37168,Entire home/apt,231,1,1,2024-01-28,0.07,113,243,0,VT-34025-V
597542946845190772,Mar44 Viii,83066665,SingularStays,CIUTAT VELLA,LA XEREA,39.47351,-0.37168,Entire home/apt,244,1,0,,,113,258,0,VT-34027-V
597542955588784011,Mar44 X,83066665,SingularStays,CIUTAT VELLA,LA XEREA,39.473511,-0.37168,Entire home/apt,231,1,1,2023-07-07,0.05,113,262,0,VT-34029-V
597542974019419490,Botanico Room Terrace II,83066665,SingularStays,EXTRAMURS,EL BOTANIC,39.47498,-0.38593,Entire home/apt,106,1,13,2024-04-16,0.44,113,192,1,EGVT-221-V
597543000530611901,Botanico 202,83066665,SingularStays,EXTRAMURS,EL BOTANIC,39.47501,-0.38588,Entire home/apt,267,1,1,2023-04-06,0.04,113,111,0,VT-30255-V
597543010383729112,Botanico 201,83066665,SingularStays,EXTRAMURS,EL BOTANIC,39.47504,-0.38592,Entire home/apt,297,1,3,2024-10-22,0.10,113,134,1,VT-30254-V
597543018079579838,Botanico Ático Duplex 302,83066665,SingularStays,EXTRAMURS,EL BOTANIC,39.47501,-0.38591,Entire home/apt,259,1,11,2025-01-27,0.37,113,179,2,VT-30251-V
597543027091286966,Botanico Ático Dúplex 301,83066665,SingularStays,EXTRAMURS,EL BOTANIC,39.47495,-0.38587,Entire home/apt,248,1,5,2024-10-18,0.20,113,200,1,VT-30250-V
597543036359496346,Botanico 101,83066665,SingularStays,EXTRAMURS,EL BOTANIC,39.47505,-0.38592,Entire home/apt,232,1,0,,,113,162,0,VT-30252-V
597543045924363807,Botanico 102,83066665,SingularStays,EXTRAMURS,EL BOTANIC,39.47503,-0.38589,Entire home/apt,223,1,2,2024-01-31,0.07,113,155,0,VT-30253-V
597543054255488613,Mercado Central XIII,83066665,SingularStays,CIUTAT VELLA,EL MERCAT,39.47244,-0.37819,Entire home/apt,396,1,3,2024-11-29,0.11,113,232,1,VT-36912-V
597543080818311951,Carmen III,83066665,SingularStays,EXTRAMURS,EL BOTANIC,39.47665,-0.38543,Entire home/apt,87,1,4,2023-10-04,0.13,113,70,0,VT-36922-V
597543114170036470,Ático Roger de Flor,83066665,SingularStays,CIUTAT VELLA,EL PILAR,39.47132,-0.38246,Entire home/apt,338,1,11,2023-10-19,0.37,113,143,0,VT-39032-V
597543123549452740,A. San Vicente Iv,83066665,SingularStays,CIUTAT VELLA,EL MERCAT,39.47326,-0.37619,Entire home/apt,,1,2,2023-08-26,0.07,113,196,0,VT-39752-V
597543133923730006,El Micalet,83066665,SingularStays,CIUTAT VELLA,LA SEU,39.475743263046,-0.37559904232785,Entire home/apt,203,1,1,2023-04-23,0.04,113,196,0,VT-39421-V
597543143563478514,Collado,83066665,SingularStays,CIUTAT VELLA,EL MERCAT,39.47394,-0.37732,Entire home/apt,263,1,9,2023-09-02,0.29,113,174,0,VT-39525-V
597543205420110776,Parque Central X,83066665,SingularStays,L'EIXAMPLE,RUSSAFA,39.46117,-0.37759,Entire home/apt,340,1,9,2024-07-05,0.30,113,138,2,VT-39374-V
597543223582784064,Parque Central XII,83066665,SingularStays,L'EIXAMPLE,RUSSAFA,39.46116,-0.37756,Entire home/apt,406,1,2,2023-05-28,0.07,113,192,0,AT-39376-V
597543231941485562,Parque Central XIII,83066665,SingularStays,L'EIXAMPLE,RUSSAFA,39.4612,-0.37759,Entire home/apt,592,1,10,2024-10-28,0.35,113,188,1,AT-39377-V
597543241009467811,Parque Central XIV,83066665,SingularStays,L'EIXAMPLE,RUSSAFA,39.46119,-0.37758,Entire home/apt,585,1,1,2023-03-23,0.04,113,223,0,AT-39378-V
597543259938870722,Parque Central Xvi,83066665,SingularStays,L'EIXAMPLE,RUSSAFA,39.46119,-0.37759,Entire home/apt,613,1,3,2024-02-22,0.12,113,225,0,AT-39380-V
597543277094186374,Parque Central Xviii,83066665,SingularStays,L'EIXAMPLE,RUSSAFA,39.4612,-0.3776,Entire home/apt,734,1,2,2022-10-09,0.07,113,246,0,AT-39382-V
597543285089971669,Parque Central V,83066665,SingularStays,L'EIXAMPLE,RUSSAFA,39.46119,-0.3775,Entire home/apt,258,1,0,,,113,220,0,VT-42046-V
597543295682238313,Parque Central VI,83066665,SingularStays,L'EIXAMPLE,RUSSAFA,39.46119,-0.37757,Entire home/apt,224,1,0,,,113,188,0,VT-42057-V
597543303845346620,Parque Central VII,83066665,SingularStays,L'EIXAMPLE,RUSSAFA,39.46119,-0.37755,Entire home/apt,249,1,2,2023-05-17,0.07,113,216,0,VT-42058-V
597543313584073888,Parque Central VIII,83066665,SingularStays,L'EIXAMPLE,RUSSAFA,39.46119,-0.37757,Entire home/apt,249,1,2,2023-06-12,0.09,113,210,0,VT-42059-V
597543322052085982,Parque Central II,83066665,SingularStays,L'EIXAMPLE,RUSSAFA,39.46119,-0.37757,Entire home/apt,196,1,10,2024-05-10,0.34,113,257,1,AT-42024-V
597543330462739863,Parque Central III,83066665,SingularStays,L'EIXAMPLE,RUSSAFA,39.46119,-0.37759,Entire home/apt,384,1,1,2025-02-09,0.86,113,224,1,AT-42025-V
597543339930867997,Parque Central IV,83066665,SingularStays,L'EIXAMPLE,RUSSAFA,39.46116,-0.37753,Entire home/apt,322,1,0,,,113,217,0,VT-42044-V
597543349584505276,Parque Central I,83066665,SingularStays,L'EIXAMPLE,RUSSAFA,39.46121,-0.37754,Entire home/apt,274,1,17,2024-05-07,0.68,113,225,3,AT-42022-V
597543393835653687,Poeta Querol,83066665,SingularStays,CIUTAT VELLA,SANT FRANCESC,39.47127,-0.37343,Entire home/apt,175,1,2,2023-05-27,0.09,113,207,0,AT-45960-V
597543447076136827,Quevedo II,83066665,SingularStays,CIUTAT VELLA,EL PILAR,39.47128,-0.38098,Entire home/apt,89,1,0,,,113,210,0,
597543483320072645,Ruzafa Terrace,83066665,SingularStays,L'EIXAMPLE,RUSSAFA,39.46321,-0.37298,Entire home/apt,115,1,0,,,113,51,0,VT-47804-V
597543508995929009,Seu Vi,83066665,SingularStays,CIUTAT VELLA,LA SEU,39.47717,-0.37406,Entire home/apt,267,1,6,2024-01-19,0.30,113,205,0,AT-33775-V
597543529635428239,Veronica II,83066665,SingularStays,CIUTAT VELLA,LA SEU,39.47442,-0.37625,Entire home/apt,125,1,5,2023-08-20,0.17,113,50,0,
597543835495365438,Valencia Center I,83066665,SingularStays,EXTRAMURS,LA ROQUETA,39.46607,-0.37904,Entire home/apt,311,1,1,2023-05-29,0.05,113,237,0,VT-34018-V
597543845085121826,Valencia Center Ii,83066665,SingularStays,EXTRAMURS,LA ROQUETA,39.46607,-0.37904,Entire home/apt,314,1,0,,,113,235,0,VT-47168-V
597543854318977651,Valencia Center Iii,83066665,SingularStays,EXTRAMURS,LA ROQUETA,39.46607,-0.37904,Entire home/apt,323,1,0,,,113,261,0,VT-47212-V
597543862554519179,Valencia Center Iv,83066665,SingularStays,EXTRAMURS,LA ROQUETA,39.46607,-0.37904,Entire home/apt,378,1,1,2022-10-21,0.03,113,226,0,VT-34019-V
597543872118799191,Valencia Center V,83066665,SingularStays,EXTRAMURS,LA ROQUETA,39.46607,-0.37904,Entire home/apt,336,1,0,,,113,257,0,
597543902690309652,Palacio de Congresos,83066665,SingularStays,CAMPANAR,SANT PAU,39.49168,-0.40637,Entire home/apt,,1,2,2023-06-30,0.07,113,3,0,
597671822873165121,"Magnífica habitación con balcon al mar,en Valencia",3096012,Tatiana,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46355,-0.33006,Private room,64,2,0,,,1,361,0,
598320633258094063,Cozy LUXURY apartments****. The city center,452833087,Vaclav,CIUTAT VELLA,EL MERCAT,39.473995208740234,-0.38034000992774963,Entire home/apt,100,3,29,2024-09-13,0.86,1,23,1,
599166149986227289,Casa típica del Cabañal a 5 minutos de la playa,453027639,Concha,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46496,-0.33396,Entire home/apt,135,3,63,2024-10-13,1.79,1,292,17,
599815402102705633,"Precioso loft moderno a 1km del mar, en València",34114090,Marisela,POBLATS MARITIMS,BETERO,39.471219813892475,-0.33603120672082304,Entire home/apt,114,4,62,2025-03-02,1.90,1,169,19,VT-51895-V
600290487598152256,"Super LOFT, PISCINA+TERRAZA+BILLAR+WIFI",453275171,Ruben,PATRAIX,VARA DE QUART,39.46219,-0.41257,Entire home/apt,79,11,43,2025-01-15,1.21,1,46,4,
600518391911800392,Coliving River Park,19452082,Salvador,CAMPANAR,LES TENDETES,39.48282,-0.38509,Private room,60,7,0,,,14,364,0,
600582912349815891,Apartamento en Playa Malvarrosa (mínimo 11 noches),165649717,Javier,POBLATS MARITIMS,LA MALVA-ROSA,39.48362,-0.32861,Entire home/apt,86,11,39,2025-02-26,1.18,1,235,16,
601249558593141583,Acogedora habitación en Valencia,451191904,Rafael Jose,QUATRE CARRERES,MONT-OLIVET,39.4593,-0.36232,Private room,44,3,150,2025-03-02,4.23,2,136,25,
601499685858499048,Private double room with bathroom near the beach,443058651,JVicente,POBLATS MARITIMS,EL GRAU,39.46079529426912,-0.33531698584556846,Private room,37,5,54,2025-02-20,1.65,8,226,11,
601815067133903091,Reina Cabañal Beach Mid-term,63053029,MD Rentals,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.471382,-0.327824,Entire home/apt,147,2,24,2024-12-02,0.68,66,356,6,VT-50027-V
601836587936815060,Appartamento ciudad de las ciencias,444475912,Alessandro,CAMINS AL GRAU,LA CREU DEL GRAU,39.46176,-0.34572,Private room,,3,7,2022-12-05,0.21,1,0,0,
601992345184979993,Love room in the center with tv,453014685,Orlando Alberto,CIUTAT VELLA,EL CARME,39.477,-0.3806,Private room,63,2,200,2025-03-09,5.62,1,305,68,
602197367092430290,La Guarida II,125705203,Laura,EXTRAMURS,LA ROQUETA,39.469555,-0.382865,Entire home/apt,106,2,134,2025-02-26,3.78,4,233,41,VT-51902-V
602569162653309598,Precioso apartamento en primera linea de playa,8789695,Fidel,POBLATS DEL SUD,EL PERELLONET,39.3043,-0.2912,Entire home/apt,171,2,14,2024-08-21,0.39,1,357,1,
602774179531517796,Bonito apartamento en pleno casco antiguo RON 6,170362985,Santiago,CIUTAT VELLA,LA SEU,39.47434,-0.37644,Entire home/apt,131,1,35,2025-02-08,0.98,6,46,19,
602845025999755352,Precioso loft en Ruzafa Valencia,453810720,Jaime,L'EIXAMPLE,RUSSAFA,39.46057,-0.3741,Entire home/apt,100,28,13,2024-11-23,0.47,1,87,4,
603330780229247310,Preciosa habitacion cerca de la playa,453915753,Montse,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46455,-0.33205,Private room,74,1,14,2024-10-20,0.41,1,85,5,
603474456046989426,Very Cozy Single Room Near the Sea,311202597,Jorge,CAMINS AL GRAU,AIORA,39.46381,-0.3382,Private room,18,29,14,2025-01-26,0.45,15,207,5,
603474507566375445,Private Double Room with Bathroom near the Sea.,311202597,Jorge,CAMINS AL GRAU,AIORA,39.46353,-0.33881,Private room,27,30,11,2024-11-24,0.36,15,238,4,
603489351933446563,Alta Atico Terrace II -  Parking Available,933504,Anthony,CIUTAT VELLA,EL CARME,39.4786,-0.37902,Entire home/apt,200,4,51,2024-12-02,1.49,6,17,23,
604207905122156350,Balmes I Central Market Mid-term,63053029,MD Rentals,CIUTAT VELLA,EL MERCAT,39.47251,-0.38058,Entire home/apt,154,2,20,2024-10-19,0.58,66,344,4,
604218683766867214,Balmes IV Central Market Mid-term,63053029,MD Rentals,CIUTAT VELLA,EL PILAR,39.47413,-0.38216,Entire home/apt,215,2,8,2024-10-31,0.23,66,348,3,EGVT-330-V
604274466092231701,Un oasis en pleno centro de la ciudad,454128227,Carmen,EXTRAMURS,LA ROQUETA,39.46397,-0.37938,Entire home/apt,160,5,99,2025-03-10,2.81,1,304,29,
604717435770799766,Lovely apartment center c comedias,49681777,Javi Y Ana,CIUTAT VELLA,LA XEREA,39.47473,-0.37171,Entire home/apt,146,4,55,2024-10-29,1.56,3,100,16,
604886799302387530,Super LOFT + N E W +CENTER DESING VALENCIA WIFI,211991268,ValenciaGUEST,L'EIXAMPLE,RUSSAFA,39.46167,-0.37622,Entire home/apt,,4,124,2025-02-26,3.52,72,0,29,
606280390779641740,Private double room with bathroom near the beach,443058651,JVicente,POBLATS MARITIMS,EL GRAU,39.46073565378703,-0.3357397520244379,Private room,38,10,62,2024-09-25,1.90,8,208,18,
609042535173332206,"Amplio, cerca de la playa, balcón, ideal familias",407058901,Flats,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46374,-0.3282,Entire home/apt,107,2,143,2025-02-10,4.25,4,175,48,VT-54029-V
610233009539434008,Preciosa habitación con terraza en plena Ruzafa.,79023881,Lidia,L'EIXAMPLE,RUSSAFA,39.46194,-0.37065,Private room,75,2,107,2025-03-10,3.14,2,162,29,
610743381410689845,Habitación Centro KingSize con terraza M1,455490837,Marisa,EXTRAMURS,ARRANCAPINS,39.4697,-0.385015,Private room,51,1,117,2025-03-01,3.46,4,256,30,VT-41523-V
610808322047269949,Estudio Arte Cvñat,455508222,Ángela,CIUTAT VELLA,EL PILAR,39.47444,-0.38403,Entire home/apt,156,11,102,2025-03-03,2.94,2,60,35,
610813923884663135,Habitación Centro con Terraza Gran Vía,455490837,Marisa,EXTRAMURS,ARRANCAPINS,39.4697,-0.385015,Private room,53,1,104,2025-02-23,3.07,4,258,31,VT-41523-V
610832760289663163,Habitación Centro con terraza  Butterfly Gran Via,455490837,Marisa,EXTRAMURS,ARRANCAPINS,39.4697,-0.385015,Private room,57,1,101,2025-02-23,3.01,4,264,25,VT-41523- V
612180362595167034,Apartamento exterior luminoso con wifi,74592836,Aba,RASCANYA,TORREFIEL,39.49518665769994,-0.3710832819342613,Entire home/apt,111,4,6,2023-10-22,0.31,5,352,0,
612948872707305674,Cozy Bright Room Near the Beach,311202597,Jorge,CAMINS AL GRAU,AIORA,39.46404,-0.33869,Private room,26,28,16,2024-12-23,0.56,15,214,5,
613001429001279068,Loft en el centro histórico de Valencia,325570133,Pablo,LA SAIDIA,MORVEDRE,39.482418,-0.376076,Entire home/apt,61,3,138,2025-02-26,3.94,29,322,44,VT-50710-V
613401318324915110,Very Bright Double Room Near the Sea,311202597,Jorge,CAMINS AL GRAU,AIORA,39.46355,-0.33876,Private room,26,30,21,2025-03-02,0.65,15,231,10,
613602382459304610,Charming loft in the heart of Valencia.,454277603,Cecilia,CIUTAT VELLA,EL CARME,39.47792,-0.37933,Entire home/apt,82,1,111,2024-11-20,3.31,4,42,42,
613637123509346545,Cozy apartment with terrace,456135217,Julio,EXTRAMURS,ARRANCAPINS,39.46437,-0.38594,Entire home/apt,159,3,119,2025-01-03,3.40,56,256,33,
613652779384279744,Luminoso loft con estilo,456135217,Julio,PATRAIX,PATRAIX,39.46292,-0.38784,Entire home/apt,125,3,76,2025-02-04,2.18,56,261,17,
613879672579897172,1号房源，温馨小屋，适合一人居住。近足球场，科学城，大学(单人间),376277456,Ivan Y Lydia,CAMINS AL GRAU,ALBORS,39.47061,-0.35232,Private room,27,1,158,2025-02-27,4.51,3,78,55,
614862138870199794,Stylish one bedroom apartment in Valencia. A1,41424043,Emma&Adrian,QUATRE CARRERES,MALILLA,39.45494,-0.37449,Entire home/apt,147,1,54,2025-03-03,1.61,5,287,17,VT-49353-V
614962749194748084,Habitación con balcón,178232362,Gergana,LA SAIDIA,MARXALENES,39.48647,-0.38056,Private room,24,3,53,2025-03-09,1.53,1,40,26,
615699912175385337,"Habitación en un lugar tranquilo, en el Centro",284971254,Mahitte,L'OLIVERETA,NOU MOLES,39.47353,-0.39499,Private room,,1,48,2024-06-16,1.37,1,0,15,
615850437047823965,Habitación doble privada en Valencia,459148267,Sueli,QUATRE CARRERES,EN CORTS,39.45467,-0.37339,Private room,66,1,244,2025-03-11,7.02,2,207,103,
616361630090855719,Elegante y lujosoapartamento en pleno centro,245147389,Luis,L'EIXAMPLE,LA GRAN VIA,39.467834,-0.365676,Entire home/apt,365,1,0,,,1,359,0,
616369861693320028,Lovely room to rent in Valencia!,56667195,Adriana,JESUS,LA RAIOSA,39.45633,-0.38363,Private room,30,1,30,2024-07-21,0.94,1,355,2,
616376079283650241,Habitación soleada con balcon,119900616,Isa,ALGIROS,LA CARRASCA,39.47187,-0.338915,Private room,45,1,24,2024-12-01,0.69,2,328,7,
617315084714842181,Precioso habitación en la mejor zona de valencia.,117937979,Marcus,QUATRE CARRERES,MONT-OLIVET,39.45957,-0.36083,Private room,34,21,0,,,1,364,0,
617744609777026714,Chic y renovado loft en la playa,457050654,Claudia,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46466,-0.33111,Entire home/apt,90,3,24,2025-02-15,0.74,1,46,11,VT-36804-V
617761559632909139,Central room in Valencia,377835104,Alex,CIUTAT VELLA,LA SEU,39.47709,-0.37586,Private room,135,2,77,2025-03-04,2.29,1,46,22,
617848355519634436,Loft Ciudad de las Artes y las Ciencias + Jardines,457069854,José,POBLATS MARITIMS,EL GRAU,39.45566,-0.34108,Entire home/apt,126,11,54,2025-02-16,1.55,2,81,7,
618830695925171473,Black&White,18463780,Permafrost,CIUTAT VELLA,LA SEU,39.4758,-0.37659,Entire home/apt,,2,154,2025-02-28,4.48,11,62,56,
618873667510486750,Bedroom in shared appartment near VLC bus station,70623645,Ivan,CAMPANAR,LES TENDETES,39.48206,-0.38652,Private room,,11,10,2024-10-13,0.48,1,6,6,
618923483555560744,Precioso apartamento en pleno corazón de valencia.,482256987,Zilda,CIUTAT VELLA,EL CARME,39.478764,-0.37822,Entire home/apt,90,3,144,2025-03-01,4.15,1,165,29,
620271048808550039,"Ruzafa, Apartamento acogedor para 2",91261970,Majo Y Aurelio,L'EIXAMPLE,RUSSAFA,39.45999,-0.36984,Entire home/apt,68,1,102,2025-03-08,2.96,2,47,41,
620874188389054456,Encantador apartamento en Valencia,457753666,Paula,EXTRAMURS,EL BOTANIC,39.47475,-0.38626,Entire home/apt,91,2,82,2025-02-23,2.38,1,28,26,
621729005951014312,Awesome 3BR Apartment 5min from City Center + AC,38635359,Óscar,BENIMACLET,BENIMACLET,39.48672,-0.36184,Entire home/apt,90,30,24,2024-08-21,0.70,3,280,6,
622383404284336821,Hierro room in coolest Valencia’s area,192826329,Mario,L'EIXAMPLE,LA GRAN VIA,39.46433,-0.36807,Private room,48,3,118,2025-03-06,3.42,3,105,38,
623093606441485360,1 Apartamento TERRAZA. Wifi gratis,48542379,Nacho Y Jacobo,EXTRAMURS,LA PETXINA,39.47387,-0.38797,Entire home/apt,285,2,17,2024-10-25,0.53,7,199,3,VT-50503-V
623728644236144099,The Serreria Rooms I by Florit Flats,454992347,Marta,POBLATS MARITIMS,BETERO,39.47312,-0.33543,Entire home/apt,221,1,8,2023-05-31,0.23,18,144,0,VT-53879-V
623728654934565268,The Serreria Rooms XI by Florit Flats,454992347,Marta,POBLATS MARITIMS,BETERO,39.4733,-0.33596,Entire home/apt,149,1,2,2022-08-28,0.06,18,209,0,HV-1480
623728667078910175,The Serreria Rooms X by Florit Flats,454992347,Marta,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47193,-0.33425,Entire home/apt,180,1,26,2024-03-24,0.75,18,208,1,HV-1480
623728677276126497,The Serreria Rooms II by Florit Flats,454992347,Marta,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47166,-0.33423,Entire home/apt,160,1,14,2024-05-02,0.41,18,211,1,VT-53880-V
623728686266570162,The Serreria Rooms III by Florit Flats,454992347,Marta,POBLATS MARITIMS,BETERO,39.47318,-0.33465,Entire home/apt,180,1,5,2023-08-11,0.15,18,204,0,VT-53881-V
623728696071814777,The Serreria Rooms IV by Florit Flats,454992347,Marta,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47117,-0.33412,Entire home/apt,169,1,15,2023-07-22,0.43,18,204,0,VT-53987-V
623728706438022427,The Serreria Rooms V by Florit Flats,454992347,Marta,POBLATS MARITIMS,BETERO,39.47345,-0.33624,Entire home/apt,197,1,15,2023-08-14,0.43,18,203,0,VT-53988-V
